country,year,estimate,hi,lo
URY,2013,0.95,0.95,0.95
URY,2014,0.95,0.95,0.89
URY,2015,0.95,0.95,0.95
URY,2016,0.9,0.95,0.81
URY,2017,0.95,0.95,0.95
USA,2009,NA,NA,NA
USA,2010,NA,NA,NA
USA,2011,NA,NA,NA
USA,2012,NA,NA,NA
USA,2013,NA,NA,NA
USA,2014,NA,NA,NA
USA,2015,NA,NA,NA
USA,2016,NA,NA,NA
USA,2017,NA,NA,NA
UZB,2009,0,0.01,0
UZB,2010,0.12,0.16,0.09
UZB,2011,0.58,0.73,0.46
UZB,2012,0.54,0.72,0.4
UZB,2013,0.48,0.63,0.38
UZB,2014,0.84,0.95,0.66
UZB,2015,0.76,0.95,0.61
UZB,2016,0.74,0.9,0.59
UZB,2017,0.56,0.7,0.45
VCT,2009,NA,NA,NA
VCT,2010,NA,NA,NA
VCT,2011,NA,NA,NA
VCT,2012,NA,NA,NA
VCT,2013,NA,NA,NA
VCT,2014,NA,NA,NA
VCT,2015,NA,NA,NA
VCT,2016,NA,NA,NA
VCT,2017,NA,NA,NA
VEN,2009,NA,NA,NA
VEN,2010,NA,NA,NA
VEN,2011,NA,NA,NA
VEN,2012,NA,NA,NA
VEN,2013,NA,NA,NA
VEN,2014,NA,NA,NA
VEN,2015,NA,NA,NA
VEN,2016,NA,NA,NA
VEN,2017,NA,NA,NA
VNM,2009,NA,NA,NA
VNM,2010,NA,NA,NA
VNM,2011,0.31,0.37,0.26
VNM,2012,0.3,0.36,0.25
VNM,2013,0.63,0.77,0.53
VNM,2014,0.41,0.48,0.35
VNM,2015,0.49,0.58,0.42
VNM,2016,0.49,0.58,0.41
VNM,2017,0.31,0.36,0.26
VUT,2009,NA,NA,NA
VUT,2010,NA,NA,NA
VUT,2011,NA,NA,NA
VUT,2012,NA,NA,NA
VUT,2013,NA,NA,NA
VUT,2014,NA,NA,NA
VUT,2015,NA,NA,NA
VUT,2016,NA,NA,NA
VUT,2017,NA,NA,NA
WSM,2009,NA,NA,NA
WSM,2010,NA,NA,NA
WSM,2011,NA,NA,NA
WSM,2012,NA,NA,NA
WSM,2013,NA,NA,NA
WSM,2014,NA,NA,NA
WSM,2015,NA,NA,NA
WSM,2016,NA,NA,NA
WSM,2017,NA,NA,NA
YEM,2009,NA,NA,NA
YEM,2010,NA,NA,NA
YEM,2011,NA,NA,NA
YEM,2012,NA,NA,NA
YEM,2013,NA,NA,NA
YEM,2014,NA,NA,NA
YEM,2015,NA,NA,NA
YEM,2016,NA,NA,NA
YEM,2017,NA,NA,NA
ZAF,2009,NA,NA,NA
ZAF,2010,0.66,0.88,0.56
ZAF,2011,0.65,0.86,0.54
ZAF,2012,0.89,0.95,0.75
ZAF,2013,0.75,0.95,0.63
ZAF,2014,0.86,0.95,0.73
ZAF,2015,0.95,0.95,0.95
ZAF,2016,0.79,0.95,0.67
ZAF,2017,0.95,0.95,0.85
ZMB,2009,0.59,0.7,0.53
ZMB,2010,0.27,0.32,0.24
ZMB,2011,0.7,0.84,0.63
ZMB,2012,0.74,0.88,0.67
ZMB,2013,0.64,0.76,0.57
ZMB,2014,0.91,0.95,0.81
ZMB,2015,0.43,0.52,0.39
ZMB,2016,0.43,0.51,0.39
ZMB,2017,0.46,0.54,0.41
ZWE,2009,NA,NA,NA
ZWE,2010,0.12,0.15,0.1
ZWE,2011,0.23,0.28,0.2
ZWE,2012,0.38,0.47,0.33
ZWE,2013,0.57,0.7,0.49
ZWE,2014,0.54,0.67,0.47
ZWE,2015,0.59,0.73,0.51
ZWE,2016,0.71,0.88,0.62
ZWE,2017,0.65,0.81,0.57
